dir,dir_name,shape_cn,shape,speed_level,sequence,csv_count,sample_n,x_min_mm,x_max_mm,y_min_mm,y_max_mm,u_median_sample_mm_s,speed_mean_sample_mm_s,corr_mean_sample,peak_median_sample,flag_mean_sample,sample_stats
蓝月传奇\计算结果\机翼-15转速-第2组,机翼-15转速-第2组,机翼,机翼,15,2,299,1767,4.15383,244.038,7.39902,135.908,11.3162,11.103960575551781,0.8153547251461988,3.9971033333333335,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.06731579909451, ""u_med"": 11.3162, ""u_p10"": 8.879576, ""u_p90"": 13.13166, ""speed_mean"": 11.096907855687606, ""v_abs_mean"": 0.5460401853763441, ""corr_mean"": 0.8163587357102433, ""peak_med"": 4.01776, ""flag_mean"": 1.0, ""rot_mean"": 6.976763144312393e-05, ""rot_abs_p95"": 0.005391536999999995}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.998749750990378, ""u_med"": 11.2342, ""u_p10"": 8.771616, ""u_p90"": 13.02172, ""speed_mean"": 11.031436530843235, ""v_abs_mean"": 0.5769514819637804, ""corr_mean"": 0.8139092444821732, ""peak_med"": 3.97126, ""flag_mean"": 1.0, ""rot_mean"": 8.451469447651388e-05, ""rot_abs_p95"": 0.005133428999999994}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.153558732314659, ""u_med"": 11.4067, ""u_p10"": 9.015026, ""u_p90"": 13.17994, ""speed_mean"": 11.183537340124506, ""v_abs_mean"": 0.563496653401245, ""corr_mean"": 0.81579619524618, ""peak_med"": 4.00229, ""flag_mean"": 1.0, ""rot_mean"": 6.947402086021513e-05, ""rot_abs_p95"": 0.005025774999999995}]"
蓝月传奇\计算结果\机翼-15转速-第3组,机翼-15转速-第3组,机翼,机翼,15,3,299,1767,4.15383,244.038,7.39902,135.908,11.3664,11.156358885116015,0.8153387717411809,4.007406666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.029624080362195, ""u_med"": 11.3664, ""u_p10"": 8.78584, ""u_p90"": 13.06596, ""speed_mean"": 11.059408868138087, ""v_abs_mean"": 0.5307114043237124, ""corr_mean"": 0.8131738075834749, ""peak_med"": 3.99087, ""flag_mean"": 1.0, ""rot_mean"": 8.436736188455008e-05, ""rot_abs_p95"": 0.005548876999999998}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.981904216185626, ""u_med"": 11.2502, ""u_p10"": 8.723742, ""u_p90"": 13.099200000000002, ""speed_mean"": 11.015491607243916, ""v_abs_mean"": 0.560703940950764, ""corr_mean"": 0.8133295370684777, ""peak_med"": 3.99584, ""flag_mean"": 1.0, ""rot_mean"": 8.86016898585173e-05, ""rot_abs_p95"": 0.005438671999999989}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 11.361883746462931, ""u_med"": 11.6496, ""u_p10"": 9.370303999999999, ""u_p90"": 13.361360000000001, ""speed_mean"": 11.394176179966045, ""v_abs_mean"": 0.5318927539501981, ""corr_mean"": 0.8195129705715902, ""peak_med"": 4.03551, ""flag_mean"": 1.0, ""rot_mean"": 9.280642139219014e-05, ""rot_abs_p95"": 0.005119203999999983}]"
蓝月传奇\计算结果\菱形-5转速-第1组,菱形-5转速-第1组,菱形,菱形,5,1,299,1767,4.15383,244.038,7.39902,135.908,8.07448,8.277070579796264,0.7527994961328052,3.98424,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.293203813791737, ""u_med"": 7.07318, ""u_p10"": -0.7717902, ""u_p90"": 12.14472, ""speed_mean"": 8.148597385964912, ""v_abs_mean"": 2.9866301780192415, ""corr_mean"": 0.7503592099603849, ""peak_med"": 3.96297, ""flag_mean"": 1.0, ""rot_mean"": -0.0004522559350084891, ""rot_abs_p95"": 0.007551346999999996}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.629132703661573, ""u_med"": 8.07448, ""u_p10"": -0.5933193999999999, ""u_p90"": 12.33406, ""speed_mean"": 8.291099765421617, ""v_abs_mean"": 2.91398152516695, ""corr_mean"": 0.7555002161856255, ""peak_med"": 3.98301, ""flag_mean"": 1.0, ""rot_mean"": -0.0005190389338709677, ""rot_abs_p95"": 0.006978723}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.882933151924164, ""u_med"": 8.46275, ""u_p10"": -0.20019439999999958, ""u_p90"": 12.41742, ""speed_mean"": 8.391514588002263, ""v_abs_mean"": 2.8878765308036214, ""corr_mean"": 0.7525390622524052, ""peak_med"": 4.00674, ""flag_mean"": 1.0, ""rot_mean"": -0.0005284131990548952, ""rot_abs_p95"": 0.0067220359999999955}]"
蓝月传奇\计算结果\菱形-5转速-第2组,菱形-5转速-第2组,菱形,菱形,5,2,299,1767,4.15383,244.038,7.39902,135.908,8.77461,8.663206596793058,0.7561927638181475,3.9863433333333336,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.908595696915675, ""u_med"": 8.70622, ""u_p10"": -0.16588399999999998, ""u_p90"": 12.7117, ""speed_mean"": 8.57036404640634, ""v_abs_mean"": 3.099771629688738, ""corr_mean"": 0.7561072224108659, ""peak_med"": 3.99593, ""flag_mean"": 1.0, ""rot_mean"": -0.00030542349495755506, ""rot_abs_p95"": 0.0067798169999999935}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.911677078692699, ""u_med"": 8.77461, ""u_p10"": -0.46729719999999997, ""u_p90"": 12.75308, ""speed_mean"": 8.618788540803623, ""v_abs_mean"": 3.033244403333333, ""corr_mean"": 0.7560902439162422, ""peak_med"": 4.00959, ""flag_mean"": 1.0, ""rot_mean"": -0.0002788382721844935, ""rot_abs_p95"": 0.006801927999999994}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 7.2288859725240515, ""u_med"": 9.46117, ""u_p10"": -0.32243339999999976, ""u_p90"": 13.02116, ""speed_mean"": 8.800467203169212, ""v_abs_mean"": 2.9914340391511036, ""corr_mean"": 0.7563808251273345, ""peak_med"": 3.95351, ""flag_mean"": 1.0, ""rot_mean"": -0.00019594988015280118, ""rot_abs_p95"": 0.005906209999999995}]"
蓝月传奇\计算结果\菱形-5转速-第3组,菱形-5转速-第3组,菱形,菱形,5,3,299,1767,4.15383,244.038,7.39902,135.908,10.3882,9.519991040218827,0.757415039615167,3.9959933333333333,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 7.836263030056593, ""u_med"": 9.72832, ""u_p10"": 0.08782432000000033, ""u_p90"": 12.84422, ""speed_mean"": 9.20756749122807, ""v_abs_mean"": 2.839394168907753, ""corr_mean"": 0.7594901918505943, ""peak_med"": 3.99199, ""flag_mean"": 1.0, ""rot_mean"": -3.681469256366726e-05, ""rot_abs_p95"": 0.007533294999999997}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 8.252207917985285, ""u_med"": 10.3882, ""u_p10"": 0.478003, ""u_p90"": 13.278, ""speed_mean"": 9.633271301075268, ""v_abs_mean"": 3.04292129196378, ""corr_mean"": 0.7586731641199773, ""peak_med"": 4.01082, ""flag_mean"": 1.0, ""rot_mean"": 8.64247884550086e-06, ""rot_abs_p95"": 0.008131324999999998}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 8.316573886287493, ""u_med"": 10.4674, ""u_p10"": 0.3762642000000001, ""u_p90"": 13.55182, ""speed_mean"": 9.71913432835314, ""v_abs_mean"": 2.976595206355405, ""corr_mean"": 0.7540817628749291, ""peak_med"": 3.98517, ""flag_mean"": 1.0, ""rot_mean"": 6.601617413129607e-05, ""rot_abs_p95"": 0.007758002999999993}]"
蓝月传奇\计算结果\菱形-10转速-第1组,菱形-10转速-第1组,菱形,菱形,10,1,299,1767,4.15383,244.038,7.39902,135.908,6.80278,8.624815366383702,0.7436336344086021,3.9549266666666667,1.0009432182607054,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 7.033252778041878, ""u_med"": 8.02769, ""u_p10"": 0.5038806, ""u_p90"": 12.871400000000001, ""speed_mean"": 8.971466747028863, ""v_abs_mean"": 4.169470524612337, ""corr_mean"": 0.7414958517260894, ""peak_med"": 3.91295, ""flag_mean"": 1.0, ""rot_mean"": 0.0002935969919185059, ""rot_abs_p95"": 0.009382407999999998}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.614111695645727, ""u_med"": 6.80278, ""u_p10"": 0.6869258000000003, ""u_p90"": 12.439480000000001, ""speed_mean"": 8.401886164685909, ""v_abs_mean"": 3.9298811389700057, ""corr_mean"": 0.7435742059988681, ""peak_med"": 3.97038, ""flag_mean"": 1.0005659309564232, ""rot_mean"": 0.00031951253645727236, ""rot_abs_p95"": 0.005682953999999995}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.5406123695472544, ""u_med"": 6.75449, ""u_p10"": 0.27195480000000005, ""u_p90"": 12.887680000000001, ""speed_mean"": 8.501093187436332, ""v_abs_mean"": 4.103656335908319, ""corr_mean"": 0.7458308455008489, ""peak_med"": 3.98145, ""flag_mean"": 1.0022637238256933, ""rot_mean"": 0.00024176670228636107, ""rot_abs_p95"": 0.006262987}]"
蓝月传奇\计算结果\菱形-10转速-第2组,菱形-10转速-第2组,菱形,菱形,10,2,299,1767,4.15383,244.038,7.39902,135.908,7.47626,8.23323679017921,0.7710539249198264,4.02081,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.5989424143480475, ""u_med"": 7.47626, ""u_p10"": -0.6673725999999995, ""u_p90"": 12.6575, ""speed_mean"": 8.156845985908319, ""v_abs_mean"": 2.525155204538766, ""corr_mean"": 0.7720406332767401, ""peak_med"": 4.01469, ""flag_mean"": 1.0, ""rot_mean"": -0.0001069153934578381, ""rot_abs_p95"": 0.008688338999999986}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.646168075727788, ""u_med"": 7.56267, ""u_p10"": -0.7838331999999995, ""u_p90"": 12.83848, ""speed_mean"": 8.281936813582343, ""v_abs_mean"": 2.4658713199999998, ""corr_mean"": 0.7709531601584606, ""peak_med"": 4.03578, ""flag_mean"": 1.0, ""rot_mean"": -0.0001444372934974533, ""rot_abs_p95"": 0.008344998999999978}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.462943946202603, ""u_med"": 7.35024, ""u_p10"": -0.9957615999999997, ""u_p90"": 13.18884, ""speed_mean"": 8.260927571046974, ""v_abs_mean"": 2.467714065715903, ""corr_mean"": 0.7701679813242784, ""peak_med"": 4.01196, ""flag_mean"": 1.0, ""rot_mean"": -0.0002445149200113185, ""rot_abs_p95"": 0.009045795999999997}]"
蓝月传奇\计算结果\菱形-10转速-第3组,菱形-10转速-第3组,菱形,菱形,10,3,299,1767,4.15383,244.038,7.39902,135.908,2.15027,5.924151939143559,0.7486308532352387,3.9757700000000002,1.0022637238256933,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.8740247643180536, ""u_med"": 2.41761, ""u_p10"": -1.5414299999999999, ""u_p90"": 11.606100000000001, ""speed_mean"": 6.3365867936049804, ""v_abs_mean"": 3.315462084125637, ""corr_mean"": 0.7422047775891342, ""peak_med"": 3.94548, ""flag_mean"": 1.0022637238256933, ""rot_mean"": 0.00018013979288624785, ""rot_abs_p95"": 0.006655973999999978}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.605350523870968, ""u_med"": 2.15027, ""u_p10"": -1.3387, ""u_p90"": 11.363840000000001, ""speed_mean"": 5.887382207017543, ""v_abs_mean"": 3.021849815138653, ""corr_mean"": 0.7472046491228069, ""peak_med"": 3.95047, ""flag_mean"": 1.0022637238256933, ""rot_mean"": 0.00011164213752122244, ""rot_abs_p95"": 0.006377103999999998}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 3.508242864204867, ""u_med"": 1.91049, ""u_p10"": -1.223094, ""u_p90"": 11.055180000000002, ""speed_mean"": 5.54848681680815, ""v_abs_mean"": 2.72119203418223, ""corr_mean"": 0.7564831329937748, ""peak_med"": 4.03136, ""flag_mean"": 1.0022637238256933, ""rot_mean"": 2.4322572942840942e-05, ""rot_abs_p95"": 0.006307508999999992}]"
蓝月传奇\计算结果\菱形-15转速-第1组,菱形-15转速-第1组,菱形,菱形,15,1,299,1767,4.15383,244.038,7.39902,135.908,7.34643,8.409194031710998,0.7378748707790983,3.9151933333333333,1.0030182984342577,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 6.674158560764007, ""u_med"": 6.57321, ""u_p10"": 0.37720500000000007, ""u_p90"": 12.95802, ""speed_mean"": 8.179089359083193, ""v_abs_mean"": 3.4526609020882857, ""corr_mean"": 0.739121959818902, ""peak_med"": 3.90239, ""flag_mean"": 1.0, ""rot_mean"": 0.00026420161980192423, ""rot_abs_p95"": 0.012617399999999997}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 7.0783908832088285, ""u_med"": 7.34643, ""u_p10"": 0.9141058, ""u_p90"": 12.752120000000001, ""speed_mean"": 8.33351978245614, ""v_abs_mean"": 3.255835425189587, ""corr_mean"": 0.7338988562535371, ""peak_med"": 3.90676, ""flag_mean"": 1.0067911714770799, ""rot_mean"": 0.0002811022659026599, ""rot_abs_p95"": 0.007568296999999999}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 7.356971757719299, ""u_med"": 8.20749, ""u_p10"": 0.7739698000000002, ""u_p90"": 13.033600000000002, ""speed_mean"": 8.714972953593662, ""v_abs_mean"": 3.3346101507753256, ""corr_mean"": 0.7406037962648557, ""peak_med"": 3.93643, ""flag_mean"": 1.0022637238256933, ""rot_mean"": 0.0003047008151782682, ""rot_abs_p95"": 0.0071711779999999925}]"
蓝月传奇\计算结果\菱形-15转速-第2组,菱形-15转速-第2组,菱形,菱形,15,2,299,1767,4.15383,244.038,7.39902,135.908,3.25209,6.261874969571778,0.7531789667987172,4.003276666666667,1.0007545746085644,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.268392635512168, ""u_med"": 3.03547, ""u_p10"": -2.141246, ""u_p90"": 11.695120000000001, ""speed_mean"": 6.237983879456706, ""v_abs_mean"": 2.6037087170514996, ""corr_mean"": 0.7532148296547821, ""peak_med"": 3.99683, ""flag_mean"": 1.0, ""rot_mean"": -0.0003306916854329373, ""rot_abs_p95"": 0.009417149999999992}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.3643046118222975, ""u_med"": 3.25209, ""u_p10"": -1.7703999999999998, ""u_p90"": 11.40464, ""speed_mean"": 6.1711727191850585, ""v_abs_mean"": 2.4088490486926992, ""corr_mean"": 0.7510947945670629, ""peak_med"": 3.99217, ""flag_mean"": 1.0022637238256933, ""rot_mean"": -0.0003284887208998302, ""rot_abs_p95"": 0.005976161999999991}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.926796678886813, ""u_med"": 3.74655, ""u_p10"": -0.6798906, ""u_p90"": 11.758120000000002, ""speed_mean"": 6.376468310073571, ""v_abs_mean"": 2.267336998681381, ""corr_mean"": 0.7552272761743067, ""peak_med"": 4.02083, ""flag_mean"": 1.0, ""rot_mean"": -0.00028280462651386547, ""rot_abs_p95"": 0.007850149999999986}]"
蓝月传奇\计算结果\菱形-15转速-第3组,菱形-15转速-第3组,菱形,菱形,15,3,299,1767,4.15383,244.038,7.39902,135.908,3.92372,6.05041226672326,0.7567107283531408,3.999636666666666,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.34605132089417, ""u_med"": 3.73872, ""u_p10"": -1.2049139999999996, ""u_p90"": 10.749880000000001, ""speed_mean"": 5.750207658121109, ""v_abs_mean"": 1.744109863322015, ""corr_mean"": 0.7583916140350877, ""peak_med"": 4.02477, ""flag_mean"": 1.0, ""rot_mean"": -6.8926685568760506e-06, ""rot_abs_p95"": 0.007723047999999996}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.505306864759479, ""u_med"": 3.92372, ""u_p10"": -1.7422319999999993, ""u_p90"": 11.00684, ""speed_mean"": 6.034388475382004, ""v_abs_mean"": 1.8060412922750422, ""corr_mean"": 0.7573812359932087, ""peak_med"": 4.01728, ""flag_mean"": 1.0, ""rot_mean"": 3.297881376344076e-05, ""rot_abs_p95"": 0.008957979999999999}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 4.440967502574986, ""u_med"": 4.00557, ""u_p10"": -2.2906239999999998, ""u_p90"": 11.33538, ""speed_mean"": 6.366640666666667, ""v_abs_mean"": 1.9574462429654784, ""corr_mean"": 0.7543593350311261, ""peak_med"": 3.95686, ""flag_mean"": 1.0, ""rot_mean"": 5.0815524035087764e-05, ""rot_abs_p95"": 0.009157388999999991}]"
蓝月传奇\计算结果\长方-5转速-第1组,长方-5转速-第1组,长方,长方,5,1,299,1767,4.15383,244.038,7.39902,135.908,10.6023,9.848691557441992,0.7935300675344275,4.11382,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.787788023486135, ""u_med"": 10.6023, ""u_p10"": 5.816518, ""u_p90"": 12.99876, ""speed_mean"": 9.871938086587436, ""v_abs_mean"": 0.8084066088907753, ""corr_mean"": 0.7922990237691001, ""peak_med"": 4.06584, ""flag_mean"": 1.0, ""rot_mean"": 9.884342307300517e-05, ""rot_abs_p95"": 0.004700176999999989}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.83182859252971, ""u_med"": 10.645, ""u_p10"": 5.517996, ""u_p90"": 13.04814, ""speed_mean"": 9.902339896434635, ""v_abs_mean"": 0.7781904168194679, ""corr_mean"": 0.7950740464063384, ""peak_med"": 4.12186, ""flag_mean"": 1.0, ""rot_mean"": 0.0001122447176457272, ""rot_abs_p95"": 0.0048477369999999995}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.700225130164121, ""u_med"": 10.5871, ""u_p10"": 5.209164, ""u_p90"": 12.78052, ""speed_mean"": 9.771796689303905, ""v_abs_mean"": 0.7951746415110357, ""corr_mean"": 0.7932171324278439, ""peak_med"": 4.15376, ""flag_mean"": 1.0, ""rot_mean"": 8.706461176570461e-05, ""rot_abs_p95"": 0.004650153999999982}]"
蓝月传奇\计算结果\长方-5转速-第2组,长方-5转速-第2组,长方,长方,5,2,299,1767,4.15383,244.038,7.39902,135.908,10.8137,10.109556000188643,0.7974177483493681,4.094106666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.142877348726655, ""u_med"": 10.9229, ""u_p10"": 6.020156, ""u_p90"": 13.00376, ""speed_mean"": 10.209961732314657, ""v_abs_mean"": 0.7745231060950764, ""corr_mean"": 0.798393948500283, ""peak_med"": 4.07049, ""flag_mean"": 1.0, ""rot_mean"": 0.00010994275048670056, ""rot_abs_p95"": 0.005049751999999983}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.994489167515564, ""u_med"": 10.8137, ""u_p10"": 5.90068, ""u_p90"": 12.8492, ""speed_mean"": 10.051566254103001, ""v_abs_mean"": 0.745262735393322, ""corr_mean"": 0.7972294312393887, ""peak_med"": 4.10321, ""flag_mean"": 1.0, ""rot_mean"": 0.00011157123653084323, ""rot_abs_p95"": 0.005190864}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 10.0070685155631, ""u_med"": 10.8052, ""u_p10"": 5.858250000000001, ""u_p90"": 13.04748, ""speed_mean"": 10.067140014148272, ""v_abs_mean"": 0.7576252321335597, ""corr_mean"": 0.7966298653084324, ""peak_med"": 4.10862, ""flag_mean"": 1.0, ""rot_mean"": 0.00011636858930956421, ""rot_abs_p95"": 0.005309579999999998}]"
蓝月传奇\计算结果\长方-5转速-第3组,长方-5转速-第3组,长方,长方,5,3,299,1767,4.15383,244.038,7.39902,135.908,10.464,9.541521057536313,0.7844325631013017,4.045663333333334,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.384822292020374, ""u_med"": 10.3723, ""u_p10"": 4.115304, ""u_p90"": 13.03594, ""speed_mean"": 9.482547155065081, ""v_abs_mean"": 0.9261290553593661, ""corr_mean"": 0.7826907187323147, ""peak_med"": 4.04409, ""flag_mean"": 1.0, ""rot_mean"": 9.530263492359932e-05, ""rot_abs_p95"": 0.005745628999999997}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.47002901131862, ""u_med"": 10.464, ""u_p10"": 4.750596, ""u_p90"": 12.97518, ""speed_mean"": 9.571368432371251, ""v_abs_mean"": 0.9598080890888512, ""corr_mean"": 0.7832090396151671, ""peak_med"": 4.0076, ""flag_mean"": 1.0, ""rot_mean"": 0.00010001115296434636, ""rot_abs_p95"": 0.005528603999999999}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.475982299037916, ""u_med"": 10.4891, ""u_p10"": 4.689566, ""u_p90"": 12.9273, ""speed_mean"": 9.570647585172608, ""v_abs_mean"": 0.9222508620486701, ""corr_mean"": 0.7873979309564233, ""peak_med"": 4.0853, ""flag_mean"": 1.0, ""rot_mean"": 7.625321698358808e-05, ""rot_abs_p95"": 0.005179120999999977}]"
蓝月传奇\计算结果\长方-10转速-第1组,长方-10转速-第1组,长方,长方,10,1,299,1767,4.15383,244.038,7.39902,135.908,10.9017,10.006245398679495,0.7993030081116771,4.065416666666667,1.0,"[{""file"": ""1.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.974376198851163, ""u_med"": 10.9109, ""u_p10"": 5.243252000000002, ""u_p90"": 12.925880000000001, ""speed_mean"": 10.057875834182232, ""v_abs_mean"": 0.7189928892699491, ""corr_mean"": 0.8021136576117713, ""peak_med"": 4.07648, ""flag_mean"": 1.0, ""rot_mean"": 9.266065367855123e-05, ""rot_abs_p95"": 0.004926094999999997}, {""file"": ""150.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.986552205546124, ""u_med"": 10.9017, ""u_p10"": 5.105684, ""u_p90"": 12.92922, ""speed_mean"": 10.063156357668364, ""v_abs_mean"": 0.761703679417091, ""corr_mean"": 0.7993065557441992, ""peak_med"": 4.10216, ""flag_mean"": 1.0, ""rot_mean"": 8.746700910582907e-05, ""rot_abs_p95"": 0.005184412999999997}, {""file"": ""299.csv"", ""n"": 1767, ""x_min"": 4.15383, ""x_max"": 244.038, ""y_min"": 7.39902, ""y_max"": 135.908, ""u_mean"": 9.809264104980192, ""u_med"": 10.7988, ""u_p10"": 4.655846000000001, ""u_p90"": 12.86908, ""speed_mean"": 9.89770400418789, ""v_abs_mean"": 0.8388896922637239, ""corr_mean"": 0.7964888109790605, ""peak_med"": 4.01761, ""flag_mean"": 1.0, ""rot_mean"": 7.886705576740231e-05, ""rot_abs_p95"": 0.005428286999999988}]"
